id;name;code;state_id
2137;PORTO SEGURO;2925303;16
2138;POTIRAGUA;2925402;16
2139;PRADO;2925501;16
2140;PRESIDENTE DUTRA;2925600;16
2141;PRESIDENTE JANIO QUADROS;2925709;16
2142;PRESIDENTE TANCREDO NEVES;2925758;16
2143;QUEIMADAS;2925808;16
2144;QUIJINGUE;2925907;16
2145;QUIXABEIRA;2925931;16
2146;RAFAEL JAMBEIRO;2925956;16
2147;REMANSO;2926004;16
2148;RETIROLANDIA;2926103;16
2149;RIACHAO DAS NEVES;2926202;16
2150;RIACHAO DO JACUIPE;2926301;16
2151;RIACHO DE SANTANA;2926400;16
2152;RIBEIRA DO AMPARO;2926509;16
2153;RIBEIRA DO POMBAL;2926608;16
2154;RIBEIRAO DO LARGO;2926657;16
2155;RIO DE CONTAS;2926707;16
2156;RIO DO ANTONIO;2926806;16
2157;RIO DO PIRES;2926905;16
2158;RIO REAL;2927002;16
2159;RODELAS;2927101;16
2160;RUY BARBOSA;2927200;16
2161;SALINAS DA MARGARIDA;2927309;16
2162;SALVADOR;2927408;16
2163;SANTA BARBARA;3157203;16
2164;SANTA BRIGIDA;2927606;16
2165;SANTA CRUZ CABRALIA;2927705;16
2166;SANTA CRUZ DA VITORIA;2927804;16
2167;SANTA INES;4123600;16
2168;SANTALUZ;2928000;16
2169;SANTA LUZIA;3157807;16
2170;SANTA MARIA DA VITORIA;2928109;16
2171;SANTANA;2928208;16
2172;SANTANOPOLIS;2928307;16
2173;SANTA RITA DE CASSIA;2928406;16
2174;SANTA TERESINHA;2928505;16
2175;SANTO AMARO;2928604;16
2176;SANTO ANTONIO DE JESUS;2928703;16
2177;SANTO ESTEVAO;2928802;16
2178;SAO DESIDERIO;2928901;16
2179;SAO DOMINGOS;5219803;16
2180;SAO FELIX;2929008;16
2181;SAO FELIX DO CORIBE;2929057;16
2182;SAO FELIPE;2929107;16
2183;SAO FRANCISCO DO CONDE;2929206;16
2184;SAO GABRIEL;4318309;16
2185;SAO GONCALO DOS CAMPOS;2929305;16
2186;SAO JOSE DA VITORIA;2929354;16
2187;SAO JOSE DO JACUIPE;2929370;16
2188;SAO MIGUEL DAS MATAS;2929404;16
2189;SAO SEBASTIAO DO PASSE;2929503;16
2190;SAPEACU;2929602;16
2191;SATIRO DIAS;2929701;16
2192;SAUBARA;2929750;16
2193;SAUDE;2929800;16
2194;SEABRA;2929909;16
2195;SEBASTIAO LARANJEIRAS;2930006;16
2196;SENHOR DO BONFIM;2930105;16
2197;SERRA DO RAMALHO;2930154;16
2198;SENTO SE;2930204;16
2199;SERRA DOURADA;2930303;16
2200;SERRA PRETA;2930402;16
2201;SERRINHA;2930501;16
2202;SERROLANDIA;2930600;16
2203;SIMOES FILHO;2930709;16
2204;SITIO DO MATO;2930758;16
2205;SITIO DO QUINTO;2930766;16
2206;SOBRADINHO;4320701;16
2207;SOUTO SOARES;2930808;16
2208;TABOCAS DO BREJO VELHO;2930907;16
2209;TANHACU;2931004;16
2210;TANQUE NOVO;2931053;16
2211;TANQUINHO;2931103;16
2212;TAPEROA;2931202;16
2213;TAPIRAMUTA;2931301;16
2214;TEIXEIRA DE FREITAS;2931350;16
2215;TEODORO SAMPAIO;3554300;16
2216;TEOFILANDIA;2931509;16
2217;TEOLANDIA;2931608;16
2218;TERRA NOVA;2931707;16
2219;TREMEDAL;2931806;16
2220;TUCANO;2931905;16
2221;UAUA;2932002;16
2222;UBAIRA;2932101;16
2223;UBAITABA;2932200;16
2224;UBATA;2932309;16
2225;UIBAI;2932408;16
2226;UMBURANAS;2932457;16
2227;UNA;2932507;16
2228;URANDI;2932606;16
2229;URUCUCA;2932705;16
2230;UTINGA;2932804;16
2231;VALENCA;3306107;16
2232;VALENTE;2933000;16
2233;VARZEA DA ROCA;2933059;16
2234;VARZEA DO POCO;2933109;16
2235;VARZEA NOVA;2933158;16
2236;VARZEDO;2933174;16
2237;VERA CRUZ;4322707;16
2238;VEREDA;2933257;16
2239;VITORIA DA CONQUISTA;2933307;16
2240;WAGNER;2933406;16
2241;WANDERLEY;2933455;16
2242;WENCESLAU GUIMARAES;2933505;16
2243;XIQUE-XIQUE;2933604;16
2244;ABADIA DOS DOURADOS;3100104;17
2245;ABAETE;3100203;17
2246;ABRE CAMPO;3100302;17
2247;ACAIACA;3100401;17
2248;ACUCENA;3100500;17
2249;AGUA BOA;5100201;17
2250;AGUA COMPRIDA;3100708;17
2251;AGUANIL;3100807;17
2252;AGUAS FORMOSAS;3100906;17
2253;AGUAS VERMELHAS;3101003;17
2254;AIMORES;3101102;17
2255;AIURUOCA;3101201;17
2256;ALAGOA;3101300;17
2257;ALBERTINA;3101409;17
2258;ALEM PARAIBA;3101508;17
2259;ALFENAS;3101607;17
2260;ALFREDO VASCONCELOS;3101631;17
2261;ALMENARA;3101706;17
2262;ALPERCATA;3101805;17
2263;ALPINOPOLIS;3101904;17
2264;ALTEROSA;3102001;17
2265;ALTO CAPARAO;3102050;17
2266;ALTO RIO DOCE;3102100;17
2267;ALVARENGA;3102209;17
2268;ALVINOPOLIS;3102308;17
2269;ALVORADA DE MINAS;3102407;17
2270;AMPARO DO SERRA;3102506;17
2271;ANDRADAS;3102605;17
2272;CACHOEIRA DE PAJEU;3102704;17
2273;ANDRELANDIA;3102803;17
2274;ANGELANDIA;3102852;17
2275;ANTONIO CARLOS;4201208;17
2276;ANTONIO DIAS;3103009;17
2277;ANTONIO PRADO DE MINAS;3103108;17
2278;ARACAI;3103207;17
2279;ARACITABA;3103306;17
2280;ARACUAI;3103405;17
2281;ARAGUARI;3103504;17
2282;ARANTINA;3103603;17
2283;ARAPONGA;3103702;17
2284;ARAPORA;3103751;17
2285;ARAPUA;4101655;17
2286;ARAUJOS;3103900;17
2287;ARAXA;3104007;17
2288;ARCEBURGO;3104106;17
2289;ARCOS;3104205;17
2290;AREADO;3104304;17
2291;ARGIRITA;3104403;17
2292;ARICANDUVA;3104452;17
2293;ARINOS;3104502;17
2294;ASTOLFO DUTRA;3104601;17
2295;ATALEIA;3104700;17
2296;AUGUSTO DE LIMA;3104809;17
2297;BAEPENDI;3104908;17
2298;BALDIM;3105004;17
2299;BAMBUI;3105103;17
2300;BANDEIRA;3105202;17
2301;BANDEIRA DO SUL;3105301;17
2302;BARAO DE COCAIS;3105400;17
2303;BARAO DE MONTE ALTO;3105509;17
2304;BARBACENA;3105608;17
2305;BARRA LONGA;3105707;17
2306;BARROSO;3105905;17
2307;BELA VISTA DE MINAS;3106002;17
2308;BELMIRO BRAGA;3106101;17
2309;BELO HORIZONTE;3106200;17
2310;BELO ORIENTE;3106309;17
2311;BELO VALE;3106408;17
2312;BERILO;3106507;17
2313;BERTOPOLIS;3106606;17
2314;BERIZAL;3106655;17
2315;BETIM;3106705;17
2316;BIAS FORTES;3106804;17
2317;BICAS;3106903;17
2318;BIQUINHAS;3107000;17
2319;BOA ESPERANCA;4103008;17
2320;BOCAINA DE MINAS;3107208;17
2321;BOCAIUVA;3107307;17
2322;BOM DESPACHO;3107406;17
2323;BOM JARDIM DE MINAS;3107505;17
2324;BOM JESUS DA PENHA;3107604;17
2325;BOM JESUS DO AMPARO;3107703;17
2326;BOM JESUS DO GALHO;3107802;17
2327;BOM REPOUSO;3107901;17
2328;BOM SUCESSO;4103206;17
2329;BONFIM;3108107;17
2330;BONFINOPOLIS DE MINAS;3108206;17
2331;BONITO DE MINAS;3108255;17
2332;BORDA DA MATA;3108305;17
2333;BOTELHOS;3108404;17
2334;BOTUMIRIM;3108503;17
2335;BRASILANDIA DE MINAS;3108552;17
2336;BRASILIA DE MINAS;3108602;17
2337;BRAS PIRES;3108701;17
2338;BRAUNAS;3108800;17
2339;BRASOPOLIS;3108909;17
2340;BRUMADINHO;3109006;17
2341;BUENO BRANDAO;3109105;17
2342;BUENOPOLIS;3109204;17
2343;BUGRE;3109253;17
2344;BURITIS;3109303;17
2345;BURITIZEIRO;3109402;17
2346;CABECEIRA GRANDE;3109451;17
2347;CABO VERDE;3109501;17
2348;CACHOEIRA DA PRATA;3109600;17
2349;CACHOEIRA DE MINAS;3109709;17
2350;CACHOEIRA DOURADA;5204250;17
2351;CAETANOPOLIS;3109907;17
2352;CAETE;3110004;17
2353;CAIANA;3110103;17
2354;CAJURI;3110202;17
2355;CALDAS;3110301;17
2356;CAMACHO;3110400;17
2357;CAMANDUCAIA;3110509;17
2358;CAMBUI;3110608;17
2359;CAMBUQUIRA;3110707;17
2360;CAMPANARIO;3110806;17
2361;CAMPANHA;3110905;17
2362;CAMPESTRE;3111002;17
2363;CAMPINA VERDE;3111101;17
2364;CAMPO AZUL;3111150;17
2365;CAMPO BELO;3111200;17
2366;CAMPO DO MEIO;3111309;17
2367;CAMPO FLORIDO;3111408;17
2368;CAMPOS ALTOS;3111507;17
2369;CAMPOS GERAIS;3111606;17
2370;CANAA;3111705;17
2371;CANAPOLIS;3111804;17
2372;CANA VERDE;3111903;17
2373;CANDEIAS;3112000;17
2374;CANTAGALO;4104451;17
2375;CAPARAO;3112109;17
2376;CAPELA NOVA;3112208;17
2377;CAPELINHA;3112307;17
2378;CAPETINGA;3112406;17
2379;CAPIM BRANCO;3112505;17
2380;CAPINOPOLIS;3112604;17
2381;CAPITAO ANDRADE;3112653;17
2382;CAPITAO ENEAS;3112703;17
2383;CAPITOLIO;3112802;17
2384;CAPUTIRA;3112901;17
2385;CARAI;3113008;17
2386;CARANAIBA;3113107;17
2387;CARANDAI;3113206;17
2388;CARANGOLA;3113305;17
2389;CARATINGA;3113404;17
2390;CARBONITA;3113503;17
2391;CAREACU;3113602;17
2392;CARLOS CHAGAS;3113701;17
2393;CARMESIA;3113800;17
2394;CARMO DA CACHOEIRA;3113909;17
2395;CARMO DA MATA;3114006;17
2396;CARMO DE MINAS;3114105;17
2397;CARMO DO CAJURU;3114204;17
2398;CARMO DO PARANAIBA;3114303;17
2399;CARMO DO RIO CLARO;3114402;17
2400;CARMOPOLIS DE MINAS;3114501;17
2401;CARNEIRINHO;3114550;17
2402;CARRANCAS;3114600;17
2403;CARVALHOPOLIS;3114709;17
2404;CARVALHOS;3114808;17
2405;CASA GRANDE;3114907;17
2406;CASCALHO RICO;3115003;17
2407;CASSIA;3115102;17
2408;CONCEICAO DA BARRA DE MINAS;3115201;17
2409;CATAGUASES;3115300;17
2410;CATAS ALTAS;3115359;17
2411;CATAS ALTAS DA NORUEGA;3115409;17
2412;CATUJI;3115458;17
2413;CATUTI;3115474;17
2414;CAXAMBU;3115508;17
2415;CEDRO DO ABAETE;3115607;17
2416;CENTRAL DE MINAS;3115706;17
2417;CENTRALINA;3115805;17
2418;CHACARA;3115904;17
2419;CHALE;3116001;17
2420;CHAPADA DO NORTE;3116100;17
2421;CHAPADA GAUCHA;3116159;17
2422;CHIADOR;3116209;17
2423;CIPOTANEA;3116308;17
2424;CLARAVAL;3116407;17
2425;CLARO DOS POCOES;3116506;17
2426;CLAUDIO;3116605;17
2427;COIMBRA;3116704;17
2428;COLUNA;3116803;17
2429;COMENDADOR GOMES;3116902;17
2430;COMERCINHO;3117009;17
2431;CONCEICAO DA APARECIDA;3117108;17
2432;CONCEICAO DAS PEDRAS;3117207;17
2433;CONCEICAO DAS ALAGOAS;3117306;17
2434;CONCEICAO DE IPANEMA;3117405;17
2435;CONCEICAO DO MATO DENTRO;3117504;17
2436;CONCEICAO DO PARA;3117603;17
2437;CONCEICAO DO RIO VERDE;3117702;17
2438;CONCEICAO DOS OUROS;3117801;17
2439;CONEGO MARINHO;3117836;17
2440;CONFINS;3117876;17
2441;CONGONHAL;3117900;17
2442;CONGONHAS;3118007;17
2443;CONGONHAS DO NORTE;3118106;17
2444;CONQUISTA;3118205;17
2445;CONSELHEIRO LAFAIETE;3118304;17
2446;CONSELHEIRO PENA;3118403;17
2447;CONSOLACAO;3118502;17
2448;CONTAGEM;3118601;17
2449;COQUEIRAL;3118700;17
2450;CORACAO DE JESUS;3118809;17
2451;CORDISBURGO;3118908;17
2452;CORDISLANDIA;3119005;17
2453;CORINTO;3119104;17
2454;COROACI;3119203;17
2455;COROMANDEL;3119302;17
2456;CORONEL FABRICIANO;3119401;17
2457;CORONEL MURTA;3119500;17
2458;CORONEL PACHECO;3119609;17
2459;CORONEL XAVIER CHAVES;3119708;17
2460;CORREGO DANTA;3119807;17
2461;CORREGO DO BOM JESUS;3119906;17
2462;CORREGO FUNDO;3119955;17
2463;CORREGO NOVO;3120003;17
2464;COUTO DE MAGALHAES DE MINAS;3120102;17
2465;CRISOLITA;3120151;17
2466;CRISTAIS;3120201;17
2467;CRISTALIA;3120300;17
2468;CRISTIANO OTONI;3120409;17
2469;CRISTINA;3120508;17
2470;CRUCILANDIA;3120607;17
2471;CRUZEIRO DA FORTALEZA;3120706;17
2472;CRUZILIA;3120805;17
2473;CUPARAQUE;3120839;17
2474;CURRAL DE DENTRO;3120870;17
2475;CURVELO;3120904;17
2476;DATAS;3121001;17
2477;DELFIM MOREIRA;3121100;17
2478;DELFINOPOLIS;3121209;17
2479;DELTA;3121258;17
2480;DESCOBERTO;3121308;17
2481;DESTERRO DE ENTRE RIOS;3121407;17
2482;DESTERRO DO MELO;3121506;17
2483;DIAMANTINA;3121605;17
2484;DIOGO DE VASCONCELOS;3121704;17
2485;DIONISIO;3121803;17
2486;DIVINESIA;3121902;17
2487;DIVINO;3122009;17
2488;DIVINO DAS LARANJEIRAS;3122108;17
2489;DIVINOLANDIA DE MINAS;3122207;17
2490;DIVINOPOLIS;3122306;17
2491;DIVISA ALEGRE;3122355;17
2492;DIVISA NOVA;3122405;17
2493;DIVISOPOLIS;3122454;17
2494;DOM BOSCO;3122470;17
2495;DOM CAVATI;3122504;17
2496;DOM JOAQUIM;3122603;17
2497;DOM SILVERIO;3122702;17
2498;DOM VICOSO;3122801;17
2499;DONA EUSEBIA;3122900;17
2500;DORES DE CAMPOS;3123007;17
2501;DORES DE GUANHAES;3123106;17
2502;DORES DO INDAIA;3123205;17
2503;DORES DO TURVO;3123304;17
2504;DORESOPOLIS;3123403;17
2505;DOURADOQUARA;3123502;17
2506;DURANDE;3123528;17
2507;ELOI MENDES;3123601;17
2508;ENGENHEIRO CALDAS;3123700;17
2509;ENGENHEIRO NAVARRO;3123809;17
2510;ENTRE FOLHAS;3123858;17
2511;ENTRE RIOS DE MINAS;3123908;17
2512;ERVALIA;3124005;17
2513;ESMERALDAS;3124104;17
2514;ESPERA FELIZ;3124203;17
2515;ESPINOSA;3124302;17
2516;ESPIRITO SANTO DO DOURADO;3124401;17
2517;ESTIVA;3124500;17
2518;ESTRELA DALVA;3124609;17
2519;ESTRELA DO INDAIA;3124708;17
2520;ESTRELA DO SUL;3124807;17
2521;EUGENOPOLIS;3124906;17
2522;EWBANK DA CAMARA;3125002;17
2523;EXTREMA;3125101;17
2524;FAMA;3125200;17
2525;FARIA LEMOS;3125309;17
2526;FELICIO DOS SANTOS;3125408;17
2527;SAO GONCALO DO RIO PRETO;3125507;17
2528;FELISBURGO;3125606;17
2529;FELIXLANDIA;3125705;17
2530;FERNANDES TOURINHO;3125804;17
2531;FERROS;3125903;17
2532;FERVEDOURO;3125952;17
2533;FLORESTAL;3126000;17
2534;FORMIGA;3126109;17
2535;FORMOSO;5208103;17
2536;FORTALEZA DE MINAS;3126307;17
2537;FORTUNA DE MINAS;3126406;17
2538;FRANCISCO BADARO;3126505;17
2539;FRANCISCO DUMONT;3126604;17
2540;FRANCISCO SA;3126703;17
2541;FRANCISCOPOLIS;3126752;17
2542;FREI GASPAR;3126802;17
2543;FREI INOCENCIO;3126901;17
2544;FREI LAGONEGRO;3126950;17
2545;FRONTEIRA;3127008;17
2546;FRONTEIRA DOS VALES;3127057;17
2547;FRUTA DE LEITE;3127073;17
2548;FRUTAL;3127107;17
2549;FUNILANDIA;3127206;17
2550;GALILEIA;3127305;17
2551;GAMELEIRAS;3127339;17
2552;GLAUCILANDIA;3127354;17
2553;GOIABEIRA;3127370;17
2554;GOIANA;3127388;17
2555;GONCALVES;3127404;17
2556;GONZAGA;3127503;17
2557;GOUVEIA;3127602;17
2558;GOVERNADOR VALADARES;3127701;17
2559;GRAO MOGOL;3127800;17
2560;GRUPIARA;3127909;17
2561;GUANHAES;3128006;17
2562;GUAPE;3128105;17
2563;GUARACIABA;4206405;17
2564;GUARACIAMA;3128253;17
2565;GUARANESIA;3128303;17
2566;GUARANI;3128402;17
2567;GUARARA;3128501;17
2568;GUARDA-MOR;3128600;17
2569;GUAXUPE;3128709;17
2570;GUIDOVAL;3128808;17
2571;GUIMARANIA;3128907;17
2572;GUIRICEMA;3129004;17
2573;GURINHATA;3129103;17
2574;HELIODORA;3129202;17
2575;IAPU;3129301;17
2576;IBERTIOGA;3129400;17
2577;IBIA;3129509;17
2578;IBIAI;3129608;17
2579;IBIRACATU;3129657;17
2580;IBIRACI;3129707;17
2581;IBIRITE;3129806;17
2582;IBITIURA DE MINAS;3129905;17
2583;IBITURUNA;3130002;17
2584;ICARAI DE MINAS;3130051;17
2585;IGARAPE;3130101;17
2586;IGARATINGA;3130200;17
2587;IGUATAMA;3130309;17
2588;IJACI;3130408;17
2589;ILICINEA;3130507;17
2590;IMBE DE MINAS;3130556;17
2591;INCONFIDENTES;3130606;17
2592;INDAIABIRA;3130655;17
2593;INDIANOPOLIS;4110409;17
2594;INGAI;3130804;17
2595;INHAPIM;3130903;17
2596;INHAUMA;3131000;17
2597;INIMUTABA;3131109;17
2598;IPABA;3131158;17
2599;IPANEMA;3131208;17
2600;IPATINGA;3131307;17
2601;IPIACU;3131406;17
2602;IPUIUNA;3131505;17
2603;IRAI DE MINAS;3131604;17
2604;ITABIRA;3131703;17
2605;ITABIRINHA;3131802;17
2606;ITABIRITO;3131901;17
2607;ITACAMBIRA;3132008;17
2608;ITACARAMBI;3132107;17
2609;ITAGUARA;3132206;17
2610;ITAIPE;3132305;17
2611;ITAJUBA;3132404;17
2612;ITAMARANDIBA;3132503;17
2613;ITAMARATI DE MINAS;3132602;17
2614;ITAMBACURI;3132701;17
2615;ITAMBE DO MATO DENTRO;3132800;17
2616;ITAMOGI;3132909;17
2617;ITAMONTE;3133006;17
2618;ITANHANDU;3133105;17
2619;ITANHOMI;3133204;17
2620;ITAOBIM;3133303;17
2621;ITAPAGIPE;3133402;17
2622;ITAPECERICA;3133501;17
2623;ITAPEVA;3522406;17
2624;ITATIAIUCU;3133709;17
2625;ITAU DE MINAS;3133758;17
2626;ITAUNA;3133808;17
2627;ITAVERAVA;3133907;17
2628;ITINGA;3134004;17
2629;ITUETA;3134103;17
2630;ITUIUTABA;3134202;17
2631;ITUMIRIM;3134301;17
2632;ITURAMA;3134400;17
2633;ITUTINGA;3134509;17
2634;JABOTICATUBAS;3134608;17
2635;JACINTO;3134707;17
2636;JACUI;3134806;17
2637;JACUTINGA;4310900;17
2638;JAGUARACU;3135001;17
2639;JAIBA;3135050;17
2640;JAMPRUCA;3135076;17
2641;JANAUBA;3135100;17
2642;JANUARIA;3135209;17
2643;JAPARAIBA;3135308;17
2644;JAPONVAR;3135357;17
2645;JECEABA;3135407;17
2646;JENIPAPO DE MINAS;3135456;17
2647;JEQUERI;3135506;17
2648;JEQUITAI;3135605;17
2649;JEQUITIBA;3135704;17
2650;JEQUITINHONHA;3135803;17
2651;JESUANIA;3135902;17
2652;JOAIMA;3136009;17
2653;JOANESIA;3136108;17
2654;JOAO MONLEVADE;3136207;17
2655;JOAO PINHEIRO;3136306;17
2656;JOAQUIM FELICIO;3136405;17
2657;JORDANIA;3136504;17
2658;JOSE GONCALVES DE MINAS;3136520;17
2659;JOSE RAYDAN;3136553;17
2660;JOSENOPOLIS;3136579;17
2661;NOVA UNIAO;3136603;17
2662;JUATUBA;3136652;17
2663;JUIZ DE FORA;3136702;17
2664;JURAMENTO;3136801;17
2665;JURUAIA;3136900;17
2666;JUVENILIA;3136959;17
2667;LADAINHA;3137007;17
2668;LAGAMAR;3137106;17
2669;LAGOA DA PRATA;3137205;17
2670;LAGOA DOS PATOS;3137304;17
2671;LAGOA DOURADA;3137403;17
2672;LAGOA FORMOSA;3137502;17
2673;LAGOA GRANDE;3137536;17
2674;LAGOA SANTA;5212253;17
2675;LAJINHA;3137700;17
2676;LAMBARI;3137809;17
2677;LAMIM;3137908;17
2678;LARANJAL;4113254;17
2679;LASSANCE;3138104;17
2680;LAVRAS;3138203;17
2681;LEANDRO FERREIRA;3138302;17
2682;LEME DO PRADO;3138351;17
2683;LEOPOLDINA;3138401;17
2684;LIBERDADE;3138500;17
2685;LIMA DUARTE;3138609;17
2686;LIMEIRA DO OESTE;3138625;17
2687;LONTRA;3138658;17
2688;LUISBURGO;3138674;17
2689;LUISLANDIA;3138682;17
2690;LUMINARIAS;3138708;17
2691;LUZ;3138807;17
2692;MACHACALIS;3138906;17
2693;MACHADO;3139003;17
2694;MADRE DE DEUS DE MINAS;3139102;17
2695;MALACACHETA;3139201;17
2696;MAMONAS;3139250;17
2697;MANGA;3139300;17
2698;MANHUACU;3139409;17
2699;MANHUMIRIM;3139508;17
2700;MANTENA;3139607;17
2701;MARAVILHAS;3139706;17
2702;MAR DE ESPANHA;3139805;17
2703;MARIA DA FE;3139904;17
2704;MARIANA;3140001;17
2705;MARILAC;3140100;17
2706;MARIO CAMPOS;3140159;17
2707;MARIPA DE MINAS;3140209;17
2708;MARLIERIA;3140308;17
2709;MARMELOPOLIS;3140407;17
2710;MARTINHO CAMPOS;3140506;17
2711;MARTINS SOARES;3140530;17
2712;MATA VERDE;3140555;17
2713;MATERLANDIA;3140605;17
2714;MATEUS LEME;3140704;17
2715;MATIAS BARBOSA;3140803;17
2716;MATIAS CARDOSO;3140852;17
2717;MATIPO;3140902;17
2718;MATO VERDE;3141009;17
2719;MATOZINHOS;3141108;17
2720;MATUTINA;3141207;17
2721;MEDEIROS;3141306;17
2722;MEDINA;3141405;17
2723;MENDES PIMENTEL;3141504;17
2724;MERCES;3141603;17
2725;MESQUITA;3302858;17
2726;MINAS NOVAS;3141801;17
2727;MINDURI;3141900;17
2728;MIRABELA;3142007;17
2729;MIRADOURO;3142106;17
2730;MIRAI;3142205;17
2731;MIRAVANIA;3142254;17
2732;MOEDA;3142304;17
2733;MOEMA;3142403;17
2734;MONJOLOS;3142502;17
2735;MONSENHOR PAULO;3142601;17
2736;MONTALVANIA;3142700;17
2737;MONTE ALEGRE DE MINAS;3142809;17
2738;MONTE AZUL;3142908;17
2739;MONTE BELO;3143005;17
2740;MONTE CARMELO;3143104;17
2741;MONTE FORMOSO;3143153;17
2742;MONTE SANTO DE MINAS;3143203;17
2743;MONTES CLAROS;3143302;17
2744;MONTE SIAO;3143401;17
2745;MONTEZUMA;3143450;17
2746;MORADA NOVA DE MINAS;3143500;17
2747;MORRO DA GARCA;3143609;17
2748;MORRO DO PILAR;3143708;17
2749;MUNHOZ;3143807;17
2750;MURIAE;3143906;17
2751;MUTUM;3144003;17
2752;MUZAMBINHO;3144102;17
2753;NACIP RAYDAN;3144201;17
2754;NANUQUE;3144300;17
2755;NAQUE;3144359;17
2756;NATALANDIA;3144375;17
2757;NATERCIA;3144409;17
2758;NAZARENO;3144508;17
2759;NEPOMUCENO;3144607;17
2760;NINHEIRA;3144656;17
2761;NOVA BELEM;3144672;17
2762;NOVA ERA;3144706;17
2763;NOVA LIMA;3144805;17
2764;NOVA MODICA;3144904;17
2765;NOVA PONTE;3145000;17
2766;NOVA PORTEIRINHA;3145059;17
2767;NOVA RESENDE;3145109;17
2768;NOVA SERRANA;3145208;17
2769;NOVO CRUZEIRO;3145307;17
2770;NOVO ORIENTE DE MINAS;3145356;17
2771;NOVORIZONTE;3145372;17
2772;OLARIA;3145406;17
2773;OLHOS-D'AGUA;3145455;17
2774;OLIMPIO NORONHA;3145505;17
2775;OLIVEIRA;3145604;17
2776;OLIVEIRA FORTES;3145703;17
2777;ONCA DE PITANGUI;3145802;17
2778;ORATORIOS;3145851;17
2779;ORIZANIA;3145877;17
2780;OURO BRANCO;3145901;17
2781;OURO FINO;3146008;17
2782;OURO PRETO;3146107;17
2783;OURO VERDE DE MINAS;3146206;17
2784;PADRE CARVALHO;3146255;17
2785;PADRE PARAISO;3146305;17
2786;PAINEIRAS;3146404;17
2787;PAINS;3146503;17
2788;PAI PEDRO;3146552;17
2789;PAIVA;3146602;17
2790;PALMA;3146701;17
2791;PALMOPOLIS;3146750;17
2792;PAPAGAIOS;3146909;17
2793;PARACATU;3147006;17
2794;PARA DE MINAS;3147105;17
2795;PARAGUACU;3147204;17
2796;PARAISOPOLIS;3147303;17
2797;PARAOPEBA;3147402;17
2798;PASSABEM;3147501;17
2799;PASSA QUATRO;3147600;17
2800;PASSA TEMPO;3147709;17
2801;PASSA-VINTE;3147808;17
2802;PASSOS;3147907;17
2803;PATIS;3147956;17
2804;PATOS DE MINAS;3148004;17
2805;PATROCINIO;3148103;17
2806;PATROCINIO DO MURIAE;3148202;17
2807;PAULA CANDIDO;3148301;17
2808;PAULISTAS;3148400;17
2809;PAVAO;3148509;17
2810;PECANHA;3148608;17
2811;PEDRA AZUL;3148707;17
2812;PEDRA BONITA;3148756;17
2813;PEDRA DO ANTA;3148806;17
2814;PEDRA DO INDAIA;3148905;17
2815;PEDRA DOURADA;3149002;17
2816;PEDRALVA;3149101;17
2817;PEDRAS DE MARIA DA CRUZ;3149150;17
2818;PEDRINOPOLIS;3149200;17
2819;PEDRO LEOPOLDO;3149309;17
2820;PEDRO TEIXEIRA;3149408;17
2821;PEQUERI;3149507;17
2822;PEQUI;3149606;17
2823;PERDIGAO;3149705;17
2824;PERDIZES;3149804;17
2825;PERDOES;3149903;17
2826;PERIQUITO;3149952;17
2827;PESCADOR;3150000;17
2828;PIAU;3150109;17
2829;PIEDADE DE CARATINGA;3150158;17
2830;PIEDADE DE PONTE NOVA;3150208;17
2831;PIEDADE DO RIO GRANDE;3150307;17
2832;PIEDADE DOS GERAIS;3150406;17
2833;PIMENTA;3150505;17
2834;PINGO-D'AGUA;3150539;17
2835;PINTOPOLIS;3150570;17
2836;PIRACEMA;3150604;17
2837;PIRAJUBA;3150703;17
2838;PIRANGA;3150802;17
2839;PIRANGUCU;3150901;17
2840;PIRANGUINHO;3151008;17
2841;PIRAPETINGA;3151107;17
2842;PIRAPORA;3151206;17
2843;PIRAUBA;3151305;17
2844;PITANGUI;3151404;17
2845;PIUMHI;3151503;17
2846;PLANURA;3151602;17
2847;POCO FUNDO;3151701;17
2848;POCOS DE CALDAS;3151800;17
2849;POCRANE;3151909;17
2850;POMPEU;3152006;17
2851;PONTE NOVA;3152105;17
2852;PONTO CHIQUE;3152131;17
2853;PONTO DOS VOLANTES;3152170;17
2854;PORTEIRINHA;3152204;17
2855;PORTO FIRME;3152303;17
2856;POTE;3152402;17
2857;POUSO ALEGRE;3152501;17
2858;POUSO ALTO;3152600;17
2859;PRADOS;3152709;17
2860;PRATA;3152808;17
2861;PRATAPOLIS;3152907;17
2862;PRATINHA;3153004;17
2863;PRESIDENTE BERNARDES;3541208;17
2864;PRESIDENTE JUSCELINO;3153202;17
2865;PRESIDENTE KUBITSCHEK;3153301;17
2866;PRESIDENTE OLEGARIO;3153400;17
2867;ALTO JEQUITIBA;3153509;17
2868;PRUDENTE DE MORAIS;3153608;17
2869;QUARTEL GERAL;3153707;17
2870;QUELUZITO;3153806;17
2871;RAPOSOS;3153905;17
2872;RAUL SOARES;3154002;17
2873;RECREIO;3154101;17
2874;REDUTO;3154150;17
2875;RESENDE COSTA;3154200;17
2876;RESPLENDOR;3154309;17
2877;RESSAQUINHA;3154408;17
2878;RIACHINHO;3154457;17
2879;RIACHO DOS MACHADOS;3154507;17
2880;RIBEIRAO DAS NEVES;3154606;17
2881;RIBEIRAO VERMELHO;3154705;17
2882;RIO ACIMA;3154804;17
